director_name,actor_1_name,actor_2_name,actor_3_name,genres,gross
1,4,1,1,Thriller,38122105
6,25,5,3,Comedy,38747385
1,2,1,1,Horror,38747385
1,1,2,2,Musical,38747385
2,4,1,1,Sci-Fi,38747385
1,1,1,1,Action,40247512
5,1,1,1,Drama,40247512
1,1,1,1,Thriller,40247512
1,3,3,2,Action,35927406
1,2,2,1,Adventure,35927406
1,2,1,1,Fantasy,35927406
1,2,2,1,Sci-Fi,35927406
1,1,3,2,Thriller,35927406
2,14,9,4,Comedy,35565975
2,20,1,1,Drama,35565975
1,5,3,2,Romance,35565975
4,8,10,2,Drama,35266619
2,5,5,2,Fantasy,35266619
2,6,2,2,Horror,35266619
1,8,4,1,Drama,34703228
1,1,1,1,Music,34703228
1,8,1,1,Crime,38432823
1,6,4,5,Drama,38432823
1,2,1,2,Sport,38432823
4,12,9,5,Comedy,32095318
1,4,3,3,Crime,32095318
1,1,1,1,Action,31743332
1,2,1,1,Adventure,31743332
1,2,1,1,Animation,31743332
1,9,1,1,Drama,31743332
1,2,1,1,Mystery,31743332
1,3,1,1,Sci-Fi,31743332
1,3,1,1,Thriller,31743332
9,6,3,2,Crime,32154410
11,13,4,2,Drama,32154410
12,6,4,2,Thriller,32154410
1,4,3,1,Comedy,28165882
1,3,2,1,Family,28165882
1,1,5,1,Romance,28165882
1,2,1,1,Adventure,26687172
1,2,1,1,Animation,26687172
1,2,1,1,Comedy,26687172
1,2,1,1,Family,26687172
1,1,1,1,Musical,26687172
1,6,2,1,Comedy,26096584
2,4,1,1,Comedy,26525834
1,1,1,1,Drama,26525834
2,3,1,1,Romance,26525834
1,1,1,1,Biography,30513940
2,2,1,3,Drama,30513940
1,1,1,2,Music,30513940
3,18,12,2,Drama,23209440
1,11,1,2,Action,24048000
1,13,2,2,Crime,24048000
2,2,1,1,Sci-Fi,24048000
1,19,2,2,Thriller,24048000
7,7,5,5,Comedy,22526144
4,4,2,1,Romance,22526144
1,2,2,1,Sci-Fi,22526144
3,1,1,1,Horror,30523568
2,2,4,3,Mystery,30523568
4,1,4,7,Thriller,30523568
1,5,1,4,Adventure,23070045
1,3,2,3,Drama,23070045
1,3,2,3,Thriller,23070045
1,4,6,1,Comedy,20422207
1,9,3,1,Drama,20422207
1,5,5,1,Romance,20422207
5,4,1,3,Comedy,28644770
2,2,1,2,Romance,28644770
2,12,3,6,Comedy,21800302
2,5,3,4,Drama,21800302
2,2,3,2,Romance,21800302
1,1,1,1,Sport,21800302
4,2,2,1,Crime,21129348
4,6,3,1,Drama,21129348
1,4,1,1,Romance,21129348
4,5,2,1,Thriller,21129348
2,8,1,3,Action,18500966
1,6,2,1,Horror,18500966
2,8,3,1,Sci-Fi,18500966
2,7,4,2,Thriller,18500966
1,1,1,1,Action,19976073
1,3,1,1,Crime,19976073
1,5,1,1,Drama,19976073
1,2,1,1,Thriller,19976073
5,1,8,2,Action,18967571
5,2,8,1,Crime,18967571
7,3,9,2,Thriller,18967571
1,9,1,5,Action,17100000
1,5,1,2,Adventure,17100000
1,5,1,4,Crime,17100000
1,4,2,3,Drama,17100000
1,2,1,2,Romance,17100000
1,11,1,1,Action,17266505
1,8,2,2,Comedy,17266505
1,2,1,1,Horror,17266505
1,2,11,16,Comedy,32357532
7,14,12,10,Drama,32357532
2,6,13,9,Romance,32357532
2,12,2,2,Crime,16930884
3,18,5,6,Drama,16930884
2,7,2,5,Mystery,16930884
2,9,3,5,Thriller,16930884
3,7,17,8,Drama,18324242
3,14,5,2,Comedy,16323969
1,17,2,3,Crime,16323969
1,25,1,3,Thriller,16323969
1,6,1,1,Drama,16999046
1,2,1,1,Horror,16999046
2,2,2,1,Sci-Fi,16999046
1,3,2,1,Action,16295774
1,4,3,1,Adventure,16295774
1,4,6,1,Comedy,16295774
1,1,2,1,Romance,16295774
1,4,1,1,Sci-Fi,16295774
1,3,1,2,Crime,15709385
5,7,3,4,Drama,15709385
1,4,3,7,Thriller,15709385
1,1,1,1,Adventure,14888028
1,1,2,1,Horror,14888028
1,1,5,2,Thriller,14888028
7,3,1,1,Comedy,14208384
7,2,1,1,Romance,14208384
7,2,2,2,Drama,12831121
4,2,2,2,Mystery,12831121
2,2,2,2,Romance,12831121
7,2,2,2,Thriller,12831121
2,1,1,1,Comedy,18298649
1,1,1,1,Horror,18298649
1,6,1,1,Biography,12712093
3,22,2,3,Drama,12712093
1,5,1,1,History,12712093
1,6,1,2,Romance,12712093
1,2,1,2,Action,11576087
1,1,2,3,Adventure,11576087
1,2,1,2,Sci-Fi,11576087
7,14,8,6,Drama,11900000
2,2,1,1,Fantasy,11900000
4,6,3,4,Thriller,11900000
2,2,1,1,Action,9353573
1,1,1,1,Adventure,9353573
1,1,1,1,Fantasy,9353573
2,2,1,1,Sci-Fi,9353573
3,2,1,1,Thriller,9353573
2,2,1,1,Action,12026670
1,1,1,1,Crime,12026670
1,2,1,1,Thriller,12026670
1,28,3,1,Drama,14334645
1,2,2,1,Horror,14334645
1,2,3,1,Sci-Fi,14334645
1,18,4,1,Thriller,14334645
2,2,2,2,Comedy,12189514
2,3,2,2,Romance,12189514
1,6,1,2,Animation,10134754
1,13,1,9,Comedy,10134754
1,6,1,5,Family,10134754
8,30,2,1,Drama,8535575
5,3,1,3,Adventure,7689458
5,3,1,2,Fantasy,7689458
1,1,1,1,Mystery,7689458
1,5,1,2,Comedy,7501404
1,4,1,2,Drama,7501404
3,1,2,3,Crime,19316646
3,2,4,4,Thriller,19316646
2,3,1,2,Action,10965209
1,1,1,1,Crime,10965209
2,3,1,1,Drama,10965209
1,2,1,3,Thriller,10965209
7,26,30,6,Drama,26830000
3,4,4,2,History,26830000
5,4,2,2,War,26830000
1,22,2,3,Crime,5300000
2,28,2,4,Drama,5300000
1,6,1,1,Action,10880926
1,2,3,1,Crime,10880926
1,7,3,2,Drama,10880926
1,3,2,1,Thriller,10880926
1,18,1,3,Drama,3752725
1,1,1,4,Romance,3752725
1,1,1,4,Action,3517797
3,1,1,2,Crime,3517797
7,2,1,2,Drama,3517797
4,2,1,1,Romance,3517797
4,1,1,4,Thriller,3517797
1,7,3,2,Action,3101301
1,13,5,2,Drama,3101301
1,6,4,3,Romance,3101301
1,2,1,1,Sport,3101301
1,2,1,1,Biography,2975649
2,9,1,1,Drama,2975649
1,3,1,1,Romance,2975649
1,3,1,1,Action,668171
1,2,1,1,Drama,668171
1,2,1,1,Fantasy,668171
1,2,2,1,Action,480314
1,1,1,1,Adventure,480314
1,3,2,1,Biography,3904982
2,15,4,5,Crime,3904982
1,20,7,8,Drama,3904982
1,2,2,3,History,3904982
1,2,1,3,Western,3904982
1,3,3,1,Action,127437
1,2,2,1,Adventure,127437
1,2,3,1,Drama,127437
1,2,2,1,History,127437
1,1,1,1,War,127437
3,13,2,1,Action,537580
2,2,1,1,Biography,537580
1,4,1,1,Crime,537580
5,10,3,1,Drama,537580
2,10,1,2,Comedy,183436380
1,2,1,2,Music,183436380
2,1,1,1,Biography,119518352
4,1,2,1,Drama,119518352
1,1,1,1,Music,119518352
3,1,1,1,Romance,119518352
1,3,1,5,Comedy,37036404
1,1,1,2,Drama,37036404
1,2,1,3,Romance,37036404
3,9,1,1,Adventure,22359293
3,13,1,1,Comedy,22359293
3,6,1,1,Family,22359293
3,4,1,1,Fantasy,22359293
8,6,4,10,Drama,18593156
3,5,4,7,Comedy,16930185
2,3,3,3,Romance,16930185
2,11,4,4,Comedy,63034755
2,7,2,1,Biography,5899797
3,26,3,3,Drama,5899797
2,4,1,1,History,5899797
2,14,6,1,Comedy,4554569
5,10,8,3,Drama,4554569
1,6,1,1,Comedy,17016190
1,5,4,1,Fantasy,17016190
1,5,1,1,Horror,17016190
1,4,1,1,Thriller,17016190
1,8,1,1,Drama,6301131
1,3,1,1,Mystery,6301131
1,2,1,1,Sci-Fi,6301131
1,7,1,1,Thriller,6301131
2,5,5,1,Adventure,217350219
3,3,6,1,Animation,217350219
1,21,5,1,Comedy,217350219
3,10,6,1,Family,217350219
2,6,2,1,Fantasy,217350219
2,2,3,1,Musical,217350219
2,7,3,1,Romance,217350219
1,1,1,1,Biography,161029270
7,1,1,1,Crime,161029270
6,1,2,1,Drama,161029270
1,1,1,1,History,161029270
2,1,1,1,Music,161029270
8,16,1,2,Action,179870271
12,11,1,1,Adventure,179870271
1,4,4,1,Adventure,100491683
1,4,4,1,Animation,100491683
1,5,3,2,Comedy,100491683
1,2,1,2,Drama,100491683
1,5,4,2,Family,100491683
1,2,2,1,Musical,100491683
2,16,2,4,Crime,74058698
3,30,4,3,Drama,74058698
5,21,5,5,Thriller,74058698
10,9,9,1,Action,55845943
5,5,5,1,Crime,55845943
5,11,3,1,Thriller,55845943
8,3,23,1,Action,81350242
5,2,25,1,Thriller,81350242
3,7,5,3,Comedy,67266300
1,2,6,1,Biography,70235322
6,3,1,1,Comedy,70235322
1,15,22,1,Drama,70235322
1,1,5,1,History,70235322
1,5,1,1,Comedy,7443007
7,5,2,1,Drama,7443007
1,1,1,1,Music,7443007
1,1,1,1,Biography,64371181
5,1,9,1,Drama,64371181
1,1,1,1,History,64371181
2,1,1,1,Sport,64371181
8,3,3,2,Action,58885635
2,2,4,3,Horror,58885635
2,3,3,7,Thriller,58885635
7,10,16,4,Comedy,60400856
5,5,9,2,Romance,60400856
7,25,8,7,Comedy,52353636
6,18,7,4,Drama,52353636
1,3,1,2,Mystery,51475962
3,5,1,2,Thriller,51475962
4,20,11,10,Comedy,63910583
2,7,4,7,Romance,63910583
5,2,1,10,Action,62300000
5,3,1,10,Adventure,62300000
5,1,1,10,Thriller,62300000
5,1,1,1,Comedy,49968653
4,1,1,1,Romance,49968653
4,1,6,1,Action,44450000
1,1,5,1,Crime,44450000
3,1,1,1,Sci-Fi,44450000
3,1,4,1,Thriller,44450000
5,3,1,32,Comedy,45162741
8,1,1,1,Drama,71346930
4,1,1,1,Romance,71346930
1,1,1,1,Thriller,71346930
2,3,1,1,Comedy,39514713
2,1,1,1,Family,39514713
1,1,1,1,Fantasy,39514713
1,2,1,3,Comedy,43097652
5,4,1,7,Drama,43097652
4,3,1,2,Romance,43097652
2,1,1,2,Action,48043505
1,1,1,4,Comedy,48043505
2,1,1,3,Action,37053924
2,2,1,4,Comedy,37053924
2,1,1,5,Crime,37053924
2,13,1,1,Action,33000377
2,8,1,1,Fantasy,33000377
2,1,1,1,Horror,33000377
3,9,1,1,Thriller,33000377
4,4,19,8,Comedy,66950483
1,2,6,2,Family,66950483
5,1,5,1,Drama,38372662
3,1,4,1,Romance,38372662
4,5,1,2,Sci-Fi,27000000
4,11,1,2,Thriller,27000000
2,11,5,2,Adventure,31600000
1,4,1,1,Biography,31600000
5,5,1,1,Action,30688364
2,7,1,1,Drama,30688364
2,5,1,1,Thriller,30688364
2,7,1,1,Crime,28563179
4,17,1,2,Drama,28563179
2,6,1,1,Thriller,28563179
1,5,2,2,Drama,16779636
1,1,1,1,Horror,16779636
1,7,1,2,Thriller,16779636
2,2,1,0,Documentary,10762178
8,1,4,7,Comedy,17324744
1,1,1,1,Fantasy,17324744
6,1,2,4,Romance,17324744
8,1,5,1,Comedy,8888143
1,2,3,2,Drama,8888143
1,1,2,1,Sport,8888143
1,2,1,1,Action,24268828
6,4,5,2,Comedy,24268828
6,2,2,1,Family,24268828
2,3,1,6,Comedy,8119205
1,3,1,3,Family,8119205
2,2,1,2,Fantasy,8119205
5,19,1,3,Action,8434601
9,1,3,2,Horror,8434601
6,4,4,2,Sci-Fi,8434601
4,1,2,3,Comedy,6998324
5,1,5,4,Drama,6998324
1,2,1,2,Action,10907291
1,1,2,1,Horror,10907291
3,1,1,2,Romance,10907291
7,1,1,1,Biography,5532301
14,1,1,1,Drama,5532301
1,1,1,1,History,5532301
1,1,1,1,War,5532301
1,4,1,1,Comedy,2775593
1,3,1,1,Drama,2775593
1,1,1,1,Romance,2775593
2,3,3,1,Action,28751715
1,7,8,1,Comedy,28751715
1,3,3,1,Crime,28751715
2,12,2,3,Action,20285518
2,11,2,3,Crime,20285518
1,6,1,5,Drama,20285518
2,12,2,3,Thriller,20285518
5,1,2,1,Action,67900000
5,1,1,1,Adventure,67900000
5,1,2,1,Thriller,67900000
5,2,6,2,Comedy,148734225
3,1,4,1,Romance,148734225
3,3,1,1,Drama,49185998
7,5,9,9,Comedy,42168445
5,5,5,3,Drama,42168445
2,3,1,2,Romance,42168445
3,1,2,2,Adventure,26400000
4,1,3,2,Drama,26400000
2,1,1,1,History,26400000
1,1,1,1,Crime,17508670
2,2,1,1,Drama,17508670
2,1,1,1,Romance,17508670
1,1,1,1,Thriller,17508670
2,15,14,18,Drama,9664316
2,7,10,3,Thriller,9664316
2,6,3,4,Action,74888996
2,8,2,7,Adventure,74888996
2,8,2,6,Sci-Fi,74888996
1,2,3,2,Thriller,74888996
1,7,2,2,Drama,69586544
5,11,11,2,Adventure,362645141
3,16,18,3,Drama,362645141
4,4,7,2,Family,362645141
4,4,8,2,Fantasy,362645141
4,16,5,2,Crime,60491560
6,30,5,3,Drama,60491560
3,9,4,1,Mystery,60491560
4,21,9,3,Thriller,60491560
2,1,1,1,Action,54200000
4,2,1,1,Comedy,54200000
2,1,1,1,Crime,54200000
1,1,1,1,Music,54200000
2,5,4,1,Comedy,44087387
1,5,4,1,Drama,44087387
1,4,2,1,Family,44087387
2,3,5,1,Romance,44087387
2,2,2,1,Comedy,30920167
2,1,1,1,Music,30920167
2,1,1,1,Comedy,40566655
3,2,1,1,Drama,40566655
3,2,1,1,Romance,40566655
3,4,2,1,Action,31768374
1,11,3,1,Comedy,31768374
4,2,2,2,Horror,31768374
2,17,16,2,Crime,22494487
7,15,30,4,Drama,22494487
4,5,9,4,Mystery,22494487
7,25,21,4,Thriller,22494487
1,6,4,4,Adventure,21500000
2,14,12,8,Drama,21500000
1,3,3,3,History,21500000
4,8,4,3,Drama,4463292
2,2,1,1,History,4463292
3,2,3,1,Thriller,4463292
4,8,4,3,Action,14337579
3,4,12,2,Drama,14337579
3,2,3,3,Fantasy,14337579
3,3,4,1,Mystery,14337579
3,1,4,3,Sci-Fi,14337579
3,7,5,3,Thriller,14337579
1,2,1,1,Biography,13823741
1,7,4,8,Drama,13823741
1,1,1,1,History,13823741
1,1,3,2,Romance,13823741
1,6,1,1,Action,10297897
2,7,2,3,Crime,10297897
9,18,2,4,Drama,10297897
1,3,1,1,History,10297897
1,1,1,2,Western,10297897
2,3,2,1,Horror,13248477
2,4,4,1,Mystery,13248477
2,4,5,1,Thriller,13248477
1,2,1,1,Crime,8712564
2,7,2,2,Drama,8712564
1,2,1,1,Mystery,8712564
1,2,2,1,Thriller,8712564
1,11,5,2,Comedy,7486906
1,10,5,3,Drama,7486906
1,4,2,2,Family,7486906
10,6,1,3,Action,38536376
5,4,1,4,Adventure,38536376
6,7,4,3,Comedy,38536376
6,4,1,2,Family,38536376
5,5,1,3,Sci-Fi,38536376
1,6,3,2,Crime,41008532
3,14,5,3,Drama,41008532
1,8,3,2,Thriller,41008532
3,2,1,1,Action,5204007
2,2,1,1,Comedy,5204007
1,3,1,1,Crime,5204007
2,2,1,1,Thriller,5204007
3,20,11,1,Comedy,4485485
5,22,7,2,Crime,4485485
6,28,20,3,Drama,4485485
5,4,8,1,Crime,4476235
5,1,1,1,Horror,4476235
4,2,2,1,Mystery,4476235
10,6,9,1,Thriller,4476235
8,20,2,5,Comedy,1089365
10,28,10,17,Drama,1089365
3,8,2,2,Drama,763044
1,4,6,2,Thriller,763044
1,3,1,1,Action,20819129
4,1,1,2,Comedy,20819129
1,1,1,1,Crime,20819129
5,8,2,5,Comedy,110222438
3,5,2,1,Family,110222438
4,3,1,4,Fantasy,110222438
1,1,1,1,Music,110222438
3,4,2,3,Romance,110222438
5,19,10,2,Comedy,109243478
3,7,7,2,Romance,109243478
3,10,1,2,Comedy,100241322
5,21,1,3,Drama,100241322
2,7,1,3,Romance,100241322
1,5,1,1,Crime,25977365
1,14,3,1,Drama,25977365
1,7,1,1,Mystery,25977365
1,15,1,1,Thriller,25977365
3,2,1,1,Action,91457688
7,3,4,1,Comedy,91457688
3,1,2,1,Crime,91457688
1,10,3,1,Action,87341380
4,6,10,3,Comedy,87341380
1,9,2,1,Crime,87341380
5,8,1,1,Comedy,65703412
2,7,4,1,Drama,65703412
6,3,1,1,Romance,65703412
3,17,5,4,Drama,58328680
1,7,1,2,Romance,58328680
2,1,1,1,Western,58328680
6,14,10,10,Drama,61490000
2,2,2,1,Horror,61490000
1,1,4,1,Sci-Fi,61490000
9,8,4,3,Thriller,61490000
3,3,1,1,Drama,50800000
2,1,1,1,History,50800000
1,1,1,1,War,50800000
8,1,1,1,Mystery,57859105
4,2,1,1,Thriller,57859105
3,1,1,2,Horror,46455802
5,1,1,2,Thriller,46455802
1,2,6,1,Adventure,45506619
4,4,5,3,Comedy,45506619
3,2,1,3,Crime,45506619
1,2,1,1,Music,45506619
2,6,1,3,Action,40168080
2,2,1,1,Fantasy,40168080
2,2,1,3,Horror,40168080
3,9,1,4,Comedy,49874933
3,8,1,2,Crime,49874933
4,6,1,2,Drama,49874933
5,8,4,4,Comedy,45489752
2,16,4,14,Drama,45489752
3,10,2,4,Romance,45489752
4,7,1,1,Action,36985501
4,6,3,1,Adventure,36985501
2,2,5,2,Comedy,36985501
4,6,1,1,Sci-Fi,36985501
3,7,1,1,Thriller,36985501
1,7,1,1,Action,33200000
2,5,1,1,Crime,33200000
5,12,2,1,Drama,33200000
2,1,1,1,Western,33200000
4,12,14,2,Drama,28501651
3,4,10,2,Thriller,28501651
1,4,3,1,Action,23222861
1,3,5,3,Adventure,23222861
2,3,5,3,Comedy,23222861
1,2,6,3,Family,23222861
1,2,2,2,Romance,23222861
1,1,1,1,Sci-Fi,23222861
8,20,5,1,Comedy,54540525
7,7,2,1,Romance,54540525
1,10,1,1,Drama,16252765
1,5,1,1,Mystery,16252765
1,10,1,1,Romance,16252765
1,13,1,2,Thriller,16252765
2,1,1,3,Crime,16005978
1,1,1,2,Mystery,16005978
3,1,2,2,Thriller,16005978
8,7,2,4,Comedy,14469428
6,2,1,2,Romance,14469428
1,6,6,1,Action,13829734
1,5,6,1,Fantasy,13829734
1,1,3,1,Romance,13829734
1,4,3,1,Sci-Fi,13829734
1,1,6,1,Crime,1075288
1,9,7,3,Drama,1075288
1,5,6,1,Thriller,1075288
16,8,2,1,Comedy,7496522
4,2,1,2,Crime,7496522
2,1,1,2,Mystery,7496522
12,5,1,2,Romance,7496522
1,4,1,1,Adventure,20047715
1,1,1,1,Family,20047715
2,8,1,1,Action,12276810
1,4,1,1,Mystery,12276810
2,5,1,2,Sci-Fi,12276810
2,7,1,2,Thriller,12276810
3,6,6,1,Drama,33565375
2,1,2,1,Mystery,33565375
1,3,3,1,Romance,33565375
2,3,3,1,Thriller,33565375
3,1,1,1,Drama,499263
7,21,3,1,Comedy,219200000
4,14,2,2,Drama,219200000
6,10,3,1,Family,219200000
3,7,1,1,Romance,219200000
10,15,3,6,Drama,172825435
16,9,2,1,Drama,148085755
5,3,3,3,Biography,25517500
13,6,12,10,Drama,25517500
5,1,3,2,History,25517500
4,17,2,3,Action,145000989
4,15,1,2,Thriller,145000989
3,1,2,2,Drama,26761283
2,2,2,2,Romance,26761283
2,1,3,1,Action,121945720
2,9,7,1,Drama,121945720
1,1,2,1,Music,121945720
1,4,3,1,Romance,121945720
3,4,1,1,Biography,96067179
13,14,2,1,Drama,96067179
5,5,1,1,History,96067179
2,5,6,5,Drama,169705587
3,4,1,1,Biography,3254172
6,8,3,1,Drama,3254172
1,3,2,1,Thriller,3254172
5,4,2,6,Adventure,84185387
6,6,7,5,Comedy,84185387
4,3,2,3,Family,84185387
3,4,1,1,Fantasy,84185387
1,4,1,1,Horror,84185387
2,4,2,2,Mystery,84185387
3,1,1,2,Action,82163317
2,2,1,1,Horror,82163317
2,2,3,2,Thriller,82163317
1,2,1,1,Action,80920948
2,5,3,1,Adventure,80920948
2,4,4,1,Animation,80920948
2,3,3,3,Comedy,80920948
2,5,4,2,Family,80920948
1,3,1,1,Sci-Fi,80920948
2,3,1,1,Action,80034302
2,2,1,1,Adventure,80034302
2,1,2,1,Horror,80034302
2,1,1,1,Sci-Fi,80034302
1,1,2,1,Action,78656813
1,1,2,1,Adventure,78656813
1,2,2,1,Comedy,78656813
1,1,2,1,Family,78656813
1,1,2,1,Sci-Fi,78656813
7,22,1,1,Crime,76270454
5,28,1,1,Drama,76270454
9,18,1,1,Thriller,76270454
2,1,5,2,Crime,74273505
5,5,6,3,Drama,74273505
2,1,4,3,Thriller,74273505
3,6,1,1,Action,134141530
5,7,2,2,Comedy,134141530
1,5,1,1,Crime,134141530
3,2,1,2,Romance,134141530
1,8,13,3,Comedy,71500556
1,15,18,9,Drama,71500556
1,12,9,5,Romance,71500556
8,4,1,1,Drama,71309760
4,2,1,1,Romance,71309760
3,5,7,1,Comedy,89808372
5,2,3,3,Comedy,77264926
4,2,1,3,Family,77264926
7,5,4,3,Comedy,70625986
4,6,4,2,Romance,70625986
3,7,1,2,Action,56505065
1,1,1,1,Biography,56505065
1,5,2,2,Drama,56505065
1,1,1,1,History,56505065
1,2,1,2,Romance,56505065
1,1,1,1,Western,56505065
5,13,8,1,Action,55973336
4,6,7,1,Crime,55973336
4,9,9,1,Thriller,55973336
2,2,2,2,Horror,54098051
5,4,2,2,Drama,60443237
4,5,1,1,Romance,60443237
1,10,4,1,Adventure,82234139
1,5,10,2,Drama,82234139
1,6,3,2,Family,82234139
1,6,3,2,Fantasy,82234139
2,6,5,1,Biography,51676606
5,17,15,5,Drama,51676606
1,7,2,3,Family,51676606
8,6,2,2,Comedy,52528330
9,5,2,1,Drama,52528330
2,17,4,2,Action,51533608
1,11,1,1,Adventure,51533608
3,14,4,3,Drama,51533608
3,15,7,2,Thriller,51533608
2,28,6,2,Drama,51097664
1,2,2,1,Horror,51097664
1,3,1,1,Mystery,51097664
2,18,3,2,Thriller,51097664
6,1,32,19,Comedy,84136909
7,5,1,1,Biography,46836394
7,22,6,4,Crime,46836394
14,28,7,4,Drama,46836394
1,4,3,1,Action,47285499
1,3,5,1,Adventure,47285499
1,3,5,1,Comedy,47285499
1,4,2,1,Crime,47285499
1,2,6,1,Family,47285499
2,2,2,1,Romance,47285499
1,4,2,2,Thriller,47285499
4,8,3,5,Comedy,47124400
2,4,3,3,Family,47124400
1,3,2,2,Fantasy,47124400
7,12,2,1,Crime,44700000
5,18,5,5,Drama,44700000
2,2,1,1,Action,44455658
2,3,1,1,Adventure,44455658
4,8,8,1,Comedy,44455658
1,3,2,1,Crime,44455658
1,1,1,2,Biography,43984230
1,3,3,3,Drama,43984230
1,1,2,2,History,43984230
2,11,1,2,Action,66489425
2,7,1,2,Crime,66489425
3,15,1,3,Drama,66489425
3,7,1,4,Thriller,66489425
8,2,3,1,Action,41067398
6,2,6,7,Comedy,41067398
6,1,4,4,Crime,41067398
5,2,2,3,Thriller,41067398
6,2,1,1,Drama,40218903
1,3,1,4,Adventure,39880476
1,2,1,4,Animation,39880476
1,6,1,3,Comedy,39880476
1,2,1,4,Family,39880476
1,2,1,3,Fantasy,39880476
1,4,4,1,Adventure,39399750
1,4,4,1,Animation,39399750
1,5,3,1,Comedy,39399750
1,5,4,1,Family,39399750
1,2,3,1,Fantasy,39399750
1,2,2,1,Musical,39399750
1,3,2,2,Action,38230435
7,9,8,3,Comedy,38230435
3,2,5,1,Comedy,39008741
3,5,5,2,Drama,39008741
1,1,4,1,Family,39008741
4,4,3,1,Romance,39008741
1,13,2,3,Action,36833473
1,6,3,1,Crime,36833473
1,4,4,2,Drama,36833473
1,9,3,3,Thriller,36833473
2,11,1,4,Comedy,48237389
1,6,1,1,Romance,48237389
2,6,3,1,Comedy,36310118
1,1,1,1,Biography,36447959
3,5,2,1,Drama,36447959
1,1,1,1,Sport,36447959
6,15,18,7,Drama,45089048
3,3,9,4,Romance,45089048
2,5,1,3,Sci-Fi,45089048
4,8,1,8,Comedy,35990505
2,15,1,6,Drama,35990505
2,4,2,4,Family,35990505
3,12,2,4,Romance,35990505
2,1,2,1,Horror,35143332
1,5,5,2,Comedy,35000629
1,4,2,1,Romance,35000629
5,13,3,1,Action,34604054
4,6,2,1,Crime,34604054
3,4,2,1,Drama,34604054
4,9,3,1,Thriller,34604054
5,18,5,9,Drama,41597830
2,9,3,5,Romance,41597830
5,9,1,1,Comedy,33687630
2,6,1,1,Romance,33687630
1,1,1,1,Comedy,32553210
1,1,1,1,Family,32553210
1,1,2,1,Action,31526393
1,1,1,1,Adventure,31526393
2,1,1,1,Horror,31526393
2,1,1,1,Thriller,31526393
1,4,3,2,Crime,41229
2,5,4,8,Drama,41229
1,5,6,1,Thriller,41229
1,14,1,3,Drama,31655091
1,2,1,2,Music,31655091
2,1,2,1,Biography,30012990
3,1,2,1,Drama,30012990
2,1,1,1,History,30012990
2,1,1,1,Comedy,32368960
2,1,1,1,Fantasy,32368960
2,1,1,1,Horror,32368960
1,1,1,1,Romance,32368960
2,2,1,1,Action,14500000
1,2,1,1,Drama,14500000
1,2,1,1,History,14500000
1,1,1,1,War,14500000
1,6,1,1,Comedy,29247405
1,1,1,1,Family,29247405
1,1,1,1,Music,29247405
4,6,4,1,Comedy,30538669
1,2,1,1,Action,25615792
1,4,3,4,Comedy,25615792
1,1,1,1,Music,25615792
2,16,2,4,Crime,28341469
3,30,4,5,Drama,28341469
3,1,4,3,Adventure,25590119
2,1,3,3,Comedy,25590119
2,1,1,1,Crime,25590119
10,25,6,3,Comedy,24944213
2,4,1,1,Sport,24944213
2,4,2,2,Crime,33631221
3,2,2,2,Drama,33631221
3,3,2,2,Thriller,33631221
2,8,18,14,Drama,37738400
1,1,1,1,Comedy,24381334
1,1,1,1,Drama,24381334
1,1,1,1,Family,24381334
1,1,1,1,Sport,24381334
2,1,2,1,Comedy,21835784
2,3,2,1,Drama,21835784
1,1,2,1,Romance,21835784
2,2,2,2,Biography,15785632
2,7,2,3,Comedy,15785632
2,8,2,2,Drama,15785632
2,3,2,2,Sport,15785632
13,26,5,10,Drama,21554585
1,3,1,1,Sport,21554585
1,10,1,2,Comedy,22200000
1,17,6,4,Drama,22200000
1,10,3,4,Romance,22200000
8,13,3,2,Drama,80014842
4,6,2,5,Romance,80014842
1,2,1,1,War,80014842
1,8,2,2,Action,23527955
1,3,3,1,Crime,23527955
2,5,3,2,Drama,23527955
1,1,2,1,Mystery,23527955
1,5,3,3,Thriller,23527955
1,2,2,1,Fantasy,24042490
1,1,2,1,Horror,24042490
1,2,2,2,Thriller,24042490
1,19,13,4,Action,22466994
1,16,6,1,Crime,22466994
1,19,9,4,Thriller,22466994
2,22,1,1,Comedy,17791031
6,6,9,1,Drama,17791031
2,8,3,1,Romance,17791031
1,1,3,1,Thriller,17791031
1,7,1,1,Comedy,17718223
1,1,1,1,Action,15361537
1,1,1,1,Crime,15361537
1,1,1,1,Thriller,15361537
1,1,1,2,Adventure,16647384
5,2,9,2,Comedy,16647384
1,1,1,1,Family,16647384
2,2,3,1,Romance,16647384
1,7,1,3,Drama,16118077
1,2,3,1,Adventure,15091542
1,2,1,1,Family,15091542
1,1,4,1,Fantasy,15091542
1,1,2,1,Musical,15091542
2,5,1,1,Drama,15331289
1,1,1,1,History,15331289
1,2,1,1,Sport,15331289
2,6,2,5,Drama,15045676
1,2,1,1,Fantasy,15045676
2,6,1,1,Mystery,15045676
3,6,1,1,Thriller,15045676
1,2,1,1,Horror,17427926
1,1,8,2,Comedy,14983572
2,2,2,2,Drama,14983572
1,1,5,2,Romance,14983572
11,3,2,2,Horror,14637490
8,3,3,2,Mystery,14637490
4,7,3,2,Thriller,14637490
4,1,1,1,Comedy,14589444
2,1,1,1,Drama,14589444
2,1,1,1,Romance,14589444
