director_name,actor_1_name,actor_2_name,actor_3_name,genres,gross
1,2,1,1,Fantasy,101217900
1,1,1,1,Musical,101217900
4,8,3,4,Comedy,104148781
2,1,1,2,Family,104148781
2,11,2,3,Action,75573300
1,2,4,4,Comedy,75573300
2,13,2,5,Crime,75573300
3,26,1,3,Drama,75573300
3,19,2,2,Thriller,75573300
1,1,1,1,Action,93375151
2,1,6,4,Comedy,93375151
2,1,3,2,Family,93375151
2,1,3,1,Fantasy,93375151
4,19,9,1,Action,106126012
7,16,6,1,Crime,106126012
5,19,11,1,Thriller,106126012
3,3,6,3,Comedy,93307796
3,2,1,1,Romance,93307796
5,9,1,2,Adventure,90646554
5,1,1,2,Animation,90646554
5,4,8,5,Comedy,90646554
5,2,1,1,Family,90646554
1,14,4,4,Comedy,109176215
12,14,6,4,Action,82670733
8,15,17,2,Drama,82670733
2,3,3,1,Sport,82670733
1,5,1,1,Adventure,82569532
7,2,2,2,Comedy,82569532
4,2,2,2,Family,82569532
2,2,1,1,Action,81687587
2,2,1,1,Sci-Fi,81687587
2,2,6,1,Thriller,81687587
2,16,14,8,Drama,80574010
1,8,13,2,Romance,80574010
6,8,4,5,Comedy,75764085
3,17,10,4,Drama,75764085
2,11,1,2,Fantasy,75764085
1,4,2,2,Romance,75764085
3,23,16,1,Action,90356857
2,14,11,1,Comedy,90356857
1,17,16,1,Crime,90356857
4,25,21,1,Thriller,90356857
13,18,14,4,Drama,75530832
1,1,5,2,Sport,75530832
5,16,10,1,Drama,75370763
1,10,5,1,Romance,75370763
1,1,1,1,Western,75370763
3,4,4,2,Crime,100003492
6,15,7,5,Drama,100003492
3,16,4,2,Thriller,100003492
4,18,1,2,Action,90341670
1,12,3,3,Adventure,90341670
3,4,3,2,Fantasy,90341670
4,10,2,3,Thriller,90341670
1,2,3,1,Action,74540762
3,4,6,2,Drama,74540762
1,5,5,2,Thriller,74540762
4,14,6,6,Action,80033643
3,4,7,4,Crime,80033643
2,7,4,2,Mystery,80033643
4,16,6,7,Thriller,80033643
11,4,5,2,Action,73648142
1,2,3,2,Sci-Fi,73648142
10,6,4,2,Thriller,73648142
1,1,1,1,Documentary,71844424
2,2,1,1,Music,71844424
11,26,1,1,Drama,75638743
12,17,1,1,Thriller,75638743
1,4,1,1,Action,66734992
1,3,1,1,Adventure,66734992
2,1,3,1,Comedy,66734992
1,2,2,1,Crime,66734992
2,2,1,1,Animation,75280058
1,2,1,1,Family,75280058
2,2,1,1,Fantasy,75280058
4,2,2,1,Sci-Fi,64505912
7,3,4,2,Thriller,64505912
12,11,3,2,Action,77862546
7,13,3,1,Crime,77862546
8,26,4,1,Drama,77862546
10,19,6,1,Thriller,77862546
5,10,4,4,Comedy,61112916
2,1,1,3,Family,61112916
1,2,2,3,Fantasy,61112916
7,4,9,1,Comedy,88200225
1,3,1,1,Crime,88200225
6,5,3,1,Comedy,60573641
6,3,2,1,Family,60573641
4,1,1,2,Action,59035104
3,1,1,2,Fantasy,59035104
3,1,2,2,Horror,59035104
4,1,1,2,Sci-Fi,59035104
2,17,5,5,Drama,56702901
1,3,2,1,Adventure,55994557
1,1,1,1,Animation,55994557
1,10,1,2,Comedy,55994557
1,1,1,1,Family,55994557
1,6,2,1,Fantasy,55994557
1,11,23,3,Action,54910560
2,10,10,3,Adventure,54910560
3,7,17,2,Crime,54910560
3,7,25,3,Thriller,54910560
6,4,5,4,Action,53789313
1,3,3,4,Mystery,53789313
2,2,3,3,Sci-Fi,53789313
4,5,6,5,Thriller,53789313
3,6,4,4,Drama,51045801
1,1,8,1,Romance,51045801
1,3,4,4,Adventure,50818750
1,1,3,1,Animation,50818750
1,2,10,4,Comedy,50818750
1,2,5,1,Family,50818750
1,3,1,2,Fantasy,50818750
1,1,2,1,Action,50189179
1,10,5,1,Comedy,50189179
1,1,1,1,Sci-Fi,50189179
1,4,1,2,Action,50024083
1,2,1,2,Thriller,50024083
3,1,2,1,Action,50549107
7,6,1,1,Drama,50549107
1,4,1,1,Thriller,50549107
2,1,5,2,Biography,56443482
5,2,20,13,Comedy,56443482
5,8,28,9,Drama,56443482
1,13,3,1,Action,62401264
1,4,3,1,Crime,62401264
1,10,4,1,Drama,62401264
1,9,6,1,Thriller,62401264
3,1,5,3,Action,47748610
1,1,1,1,Horror,47748610
1,2,2,1,Sci-Fi,47748610
5,2,3,1,Action,46975183
5,2,2,1,Crime,46975183
5,4,3,1,Drama,46975183
1,2,1,1,Mystery,46975183
7,4,2,1,Thriller,46975183
1,1,1,2,Adventure,50807639
1,1,2,1,Animation,50807639
1,1,2,5,Comedy,50807639
1,1,2,2,Family,50807639
1,1,1,1,Fantasy,50807639
2,3,4,7,Comedy,46611204
2,4,7,4,Drama,46611204
1,2,3,1,Fantasy,46611204
1,2,5,8,Romance,46611204
3,16,4,1,Action,257756197
1,6,3,1,Adventure,257756197
2,1,3,1,Animation,257756197
4,11,32,4,Comedy,257756197
2,5,6,1,Family,257756197
1,3,3,1,Fantasy,257756197
1,1,1,2,Action,48472213
3,3,7,4,Comedy,48472213
1,2,1,3,Crime,48472213
2,10,13,6,Action,43060566
2,9,7,4,Adventure,43060566
2,2,8,1,Fantasy,43060566
2,4,3,3,Sci-Fi,43060566
3,9,9,8,Thriller,43060566
2,1,2,1,Action,45996718
2,7,2,1,Crime,45996718
1,15,2,1,Drama,45996718
1,5,2,1,Thriller,45996718
2,3,5,2,Adventure,43337279
8,6,11,2,Comedy,43337279
4,1,1,1,Biography,37479778
16,26,30,1,Drama,37479778
4,1,4,1,History,37479778
2,2,2,1,Sport,37479778
1,4,2,1,Crime,36965395
3,10,7,3,Drama,36965395
1,4,2,1,Mystery,36965395
2,3,2,1,Thriller,36965395
1,14,10,2,Comedy,40559930
2,6,7,4,Crime,40559930
1,13,7,2,Romance,40559930
3,8,9,5,Thriller,40559930
8,1,2,2,Comedy,36830057
2,1,1,1,Family,36830057
1,1,1,1,Sci-Fi,36830057
2,1,1,3,Action,36279230
2,1,1,3,Crime,36279230
2,1,1,4,Thriller,36279230
1,12,9,2,Adventure,42194060
1,1,4,1,Animation,42194060
1,9,3,4,Comedy,42194060
1,4,6,2,Family,42194060
1,5,7,1,Sci-Fi,42194060
2,7,4,4,Action,43119879
2,4,4,4,Adventure,43119879
1,3,4,4,Sci-Fi,43119879
2,9,4,4,Thriller,43119879
4,9,1,1,Comedy,35096190
3,3,1,1,Crime,35096190
1,2,1,1,Romance,35096190
1,9,2,5,Drama,35754555
1,2,1,1,Sport,35754555
1,1,8,4,Crime,43290977
3,1,7,6,Drama,43290977
1,2,3,3,Mystery,43290977
6,3,7,5,Thriller,43290977
3,1,1,1,Horror,33927476
2,2,1,1,Mystery,33927476
3,1,1,1,Sci-Fi,33927476
3,2,1,1,Thriller,33927476
8,20,4,1,Comedy,32122249
2,22,2,1,Crime,32122249
1,7,1,2,Action,40076438
2,22,12,3,Crime,40076438
3,28,18,3,Drama,40076438
2,3,7,2,Mystery,40076438
2,18,9,2,Thriller,40076438
2,23,3,2,Action,32940507
4,17,2,2,Crime,32940507
4,15,3,3,Drama,32940507
5,25,3,2,Thriller,32940507
1,3,1,1,Biography,31670931
5,14,6,1,Drama,31670931
1,1,2,1,Music,31670931
5,26,10,17,Drama,30695227
1,4,3,4,Fantasy,30695227
1,2,3,1,Sport,30695227
1,6,4,4,Adventure,32522352
6,11,14,5,Comedy,32522352
6,20,10,6,Drama,32522352
1,2,2,1,Music,32522352
3,4,2,1,Animation,28424210
5,25,2,4,Comedy,28424210
5,7,3,1,Family,28424210
4,8,3,1,Fantasy,28424210
3,1,2,1,Action,26082914
3,1,1,1,Adventure,26082914
2,1,1,1,Crime,26082914
5,1,1,2,Thriller,26082914
2,1,1,1,Action,29136626
2,1,2,1,Fantasy,29136626
2,1,2,1,Horror,29136626
1,1,1,1,Sci-Fi,29136626
1,1,2,1,Thriller,29136626
1,6,1,1,Adventure,26288320
1,3,1,1,Animation,26288320
1,8,1,1,Comedy,26288320
1,20,1,1,Drama,26288320
1,3,1,1,Family,26288320
1,5,1,1,Fantasy,26288320
1,8,1,1,Romance,26288320
5,1,2,1,Horror,26616590
8,3,1,1,Sci-Fi,26616590
5,2,3,2,Thriller,26616590
4,11,10,11,Action,623279547
4,11,9,11,Adventure,623279547
4,4,8,12,Sci-Fi,623279547
3,3,2,4,Drama,30063805
3,1,1,1,Fantasy,30063805
1,3,1,1,Mystery,30063805
4,2,1,1,Romance,30063805
1,6,1,3,Thriller,30063805
7,3,3,6,Crime,22518325
5,16,4,7,Drama,22518325
4,4,2,2,Mystery,22518325
9,8,3,6,Thriller,22518325
1,10,3,2,Action,13082288
1,10,2,2,Adventure,13082288
1,16,3,1,Drama,13082288
1,2,1,1,History,13082288
1,8,2,1,Romance,13082288
1,2,1,1,War,13082288
2,8,8,1,Action,18208078
5,6,5,2,Drama,18208078
4,9,9,2,Thriller,18208078
1,2,1,1,Horror,14218868
1,1,1,1,Sci-Fi,14218868
2,4,1,1,Thriller,14218868
1,2,12,4,Drama,22451
1,1,3,1,Fantasy,22451
1,1,4,1,Mystery,22451
1,1,5,2,Romance,22451
1,4,1,4,Fantasy,31165421
1,1,4,4,Horror,31165421
1,1,1,3,Mystery,31165421
2,1,1,1,Romance,31165421
1,1,1,1,Adventure,11802056
5,3,1,1,Comedy,11802056
2,1,1,1,Family,11802056
2,3,1,1,Romance,11802056
1,1,1,1,Sci-Fi,11802056
3,4,2,1,Drama,25472967
1,2,1,1,Horror,25472967
1,5,1,1,Thriller,25472967
4,10,5,4,Comedy,22362500
8,18,4,4,Drama,22362500
1,8,2,1,Adventure,17281832
1,8,1,1,Family,17281832
1,7,3,1,Fantasy,17281832
2,11,3,2,Action,19781879
3,3,2,4,Crime,19781879
1,4,2,1,Fantasy,19781879
3,8,2,4,Thriller,19781879
2,9,2,2,Action,7605668
2,10,3,1,Comedy,7605668
3,6,2,1,Mystery,7605668
2,10,2,1,Romance,7605668
2,19,2,1,Action,4535117
2,4,1,1,Adventure,4535117
2,1,1,1,Fantasy,4535117
1,19,3,1,Thriller,4535117
8,10,1,1,Adventure,4426297
3,10,1,9,Drama,4426297
2,10,3,2,Romance,4426297
1,3,1,2,War,4426297
1,10,1,1,Action,10166502
2,16,1,1,Drama,10166502
1,2,1,1,War,10166502
1,8,2,1,Action,363024263
1,6,1,1,Adventure,363024263
1,10,1,1,Comedy,363024263
1,4,1,1,Romance,363024263
1,5,1,1,Sci-Fi,363024263
5,8,1,1,Comedy,12065985
4,6,1,1,Drama,12065985
5,3,1,1,Action,350123553
4,2,1,1,Biography,350123553
16,9,3,1,Drama,350123553
4,1,1,1,History,350123553
8,4,1,1,Thriller,350123553
3,1,1,1,War,350123553
4,2,2,2,Adventure,80021740
4,3,2,5,Comedy,80021740
4,3,2,2,Family,80021740
3,3,3,2,Fantasy,80021740
2,2,3,2,Horror,80021740
5,7,4,5,Comedy,48291624
4,2,2,4,Fantasy,48291624
3,2,3,3,Romance,48291624
6,3,5,6,Comedy,35231365
6,1,1,2,Family,35231365
2,2,1,2,Romance,35231365
1,1,2,3,Sci-Fi,35231365
1,15,3,1,Action,53715611
1,9,2,1,Adventure,53715611
1,14,3,1,Thriller,53715611
1,2,1,1,War,53715611
1,1,1,1,Comedy,31199215
4,1,1,1,Drama,31199215
1,1,1,1,Romance,31199215
1,1,1,1,Sport,31199215
3,2,2,1,Comedy,29580087
1,7,1,1,Drama,29580087
3,2,2,1,Romance,29580087
11,7,3,9,Comedy,44665963
9,8,3,1,Action,60128566
4,5,1,1,Adventure,60128566
5,6,2,4,Horror,60128566
8,8,3,1,Sci-Fi,60128566
1,6,2,1,Action,49875589
1,2,1,1,Adventure,49875589
1,8,5,2,Drama,49875589
1,3,1,1,History,49875589
1,1,1,1,War,49875589
5,17,18,17,Drama,60984028
1,3,7,3,Mystery,60984028
3,9,9,11,Thriller,60984028
4,22,2,9,Comedy,36931089
10,6,3,1,Action,51317350
5,6,2,1,Adventure,51317350
2,2,2,1,Fantasy,51317350
8,9,4,1,Action,28328132
6,8,4,3,Comedy,28328132
6,5,7,6,Crime,28328132
3,4,10,4,Drama,28328132
4,15,1,6,Action,51774002
1,11,1,5,Fantasy,51774002
5,17,6,3,Thriller,51774002
5,22,1,1,Drama,25528495
1,3,1,1,Music,25528495
2,6,1,1,Romance,25528495
1,3,1,1,War,25528495
1,15,2,2,Action,113006880
7,3,6,2,Comedy,113006880
4,7,1,4,Drama,113006880
4,2,4,2,Family,113006880
1,13,1,4,Thriller,113006880
2,18,3,2,Action,45860039
2,8,3,2,Crime,45860039
5,14,1,1,Comedy,329691196
7,20,4,1,Drama,329691196
3,4,1,1,Animation,217326336
5,4,1,2,Comedy,217326336
5,4,1,1,Family,217326336
4,4,1,1,Fantasy,217326336
2,4,1,1,Music,217326336
8,20,4,3,Comedy,166225040
1,9,5,1,Adventure,141600000
1,2,6,1,Animation,141600000
1,22,1,3,Drama,141600000
1,3,6,1,Family,141600000
1,5,1,1,History,141600000
1,1,3,1,Musical,141600000
1,6,3,1,Romance,141600000
7,2,4,3,Action,134218018
2,2,3,2,Adventure,134218018
4,6,1,3,Drama,134218018
2,3,2,2,Romance,134218018
2,3,4,2,Sci-Fi,134218018
6,11,4,9,Comedy,128769345
4,4,1,4,Romance,128769345
1,1,1,1,Sci-Fi,128769345
5,9,6,6,Comedy,177575142
6,3,2,5,Romance,177575142
1,4,3,1,Action,105263257
1,8,2,1,Adventure,105263257
4,10,2,4,Comedy,105263257
1,8,2,1,Family,105263257
1,6,1,3,Romance,105263257
3,8,3,11,Comedy,104354205
2,4,1,4,Romance,104354205
1,4,1,1,Biography,107100855
4,20,3,2,Drama,107100855
6,6,3,1,Thriller,107100855
11,8,6,19,Comedy,98711404
2,4,9,1,Crime,98711404
2,5,8,7,Romance,98711404
1,5,6,1,Thriller,98711404
2,9,1,4,Comedy,100328194
1,5,1,1,Family,100328194
2,6,1,1,Fantasy,100328194
5,11,3,1,Action,101530738
5,13,3,1,Crime,101530738
7,19,3,1,Thriller,101530738
4,6,4,1,Comedy,93815117
5,12,6,2,Drama,93815117
1,1,6,2,Romance,93815117
12,11,5,1,Action,91400000
8,26,14,4,Drama,91400000
10,19,9,3,Thriller,91400000
1,4,3,1,War,91400000
1,3,2,1,Biography,162586036
3,10,4,2,Drama,162586036
2,4,2,1,Drama,89706988
2,1,1,1,Mystery,89706988
4,2,2,1,Thriller,89706988
10,10,6,2,Drama,83000000
5,6,3,3,Thriller,83000000
2,17,4,6,Drama,78745923
2,11,1,2,Fantasy,78745923
2,4,1,1,Romance,78745923
2,3,5,1,Action,70098138
6,10,1,7,Comedy,66365290
2,5,1,2,Action,66207920
5,2,1,2,Crime,66207920
6,6,2,1,Drama,66207920
4,3,1,1,Thriller,66207920
2,15,3,1,Action,63408614
1,4,1,1,Comedy,63408614
1,6,2,1,Crime,63408614
1,14,2,1,Thriller,63408614
5,14,10,1,Comedy,58422650
5,2,3,1,Fantasy,58422650
2,1,1,1,Horror,58422650
1,3,1,1,Action,56932305
1,2,1,1,Adventure,56932305
3,2,1,1,Comedy,56932305
1,1,1,1,Western,56932305
2,4,5,2,Action,68750000
2,5,3,1,Adventure,68750000
2,4,6,2,Thriller,68750000
5,4,1,5,Comedy,68218041
3,2,1,1,Family,68218041
4,1,1,1,Fantasy,68218041
1,13,1,2,Action,25040293
4,5,2,4,Adventure,25040293
4,2,1,2,Fantasy,25040293
1,4,1,3,Adventure,55747724
1,6,1,3,Animation,55747724
1,13,4,5,Comedy,55747724
1,6,1,3,Family,55747724
1,3,2,1,Action,55473600
1,3,2,1,Horror,55473600
1,1,1,1,Sci-Fi,55473600
1,1,1,1,Biography,49994804
3,1,1,1,Drama,49994804
1,1,1,1,History,49994804
1,1,1,1,Musical,49994804
2,7,2,1,Action,41609593
2,4,1,1,Adventure,41609593
2,22,3,1,Crime,41609593
3,18,3,1,Thriller,41609593
2,4,3,1,Adventure,38553833
2,21,2,3,Drama,38553833
4,2,2,1,Horror,38553833
4,9,3,2,Thriller,38553833
1,2,1,1,Animation,76137505
1,4,2,4,Comedy,76137505
1,3,1,1,Family,76137505
1,2,1,1,Fantasy,76137505
2,4,2,2,Action,34350553
3,9,4,2,Comedy,34350553
2,4,3,2,Sci-Fi,34350553
1,5,1,1,Action,34238611
3,2,1,1,Crime,34238611
3,7,1,1,Drama,34238611
3,5,1,1,Thriller,34238611
2,21,3,1,Drama,34098563
1,10,2,1,Thriller,34098563
10,7,1,7,Comedy,33828318
1,32,4,4,Comedy,33472850
1,4,1,1,Sport,33472850
2,5,1,2,Adventure,31051126
2,2,1,1,Animation,31051126
2,8,2,2,Comedy,31051126
2,3,1,1,Family,31051126
6,7,4,3,Crime,35707327
16,10,7,6,Drama,35707327
4,5,3,2,Mystery,35707327
8,13,7,4,Thriller,35707327
3,5,16,4,Action,20550712
4,17,30,5,Drama,20550712
1,7,6,4,Sci-Fi,20550712
3,9,21,2,Thriller,20550712
12,7,1,1,Action,18573791
8,28,4,4,Drama,18573791
2,3,1,1,Sport,18573791
10,18,1,3,Thriller,18573791
6,10,9,9,Drama,51225796
1,1,2,1,Musical,51225796
1,6,4,5,Romance,51225796
9,9,5,5,Thriller,51225796
2,3,2,3,Biography,16264475
3,6,3,7,Drama,16264475
2,1,1,3,History,16264475
2,1,2,4,War,16264475
1,9,3,1,Action,25857987
1,6,1,1,Sci-Fi,25857987
2,2,1,1,Drama,12870569
2,1,1,1,History,12870569
2,1,1,1,War,12870569
1,1,2,1,Action,11466088
1,1,1,2,Thriller,11466088
1,15,3,5,Comedy,16088610
1,6,1,5,Drama,16088610
1,5,1,2,Family,16088610
1,2,1,1,Fantasy,16088610
3,3,2,1,Adventure,51178893
2,4,8,1,Comedy,51178893
1,1,1,1,Crime,51178893
3,2,1,1,Family,51178893
2,1,1,1,Musical,51178893
4,4,2,1,Action,6768055
4,3,2,1,Adventure,6768055
2,1,1,1,Comedy,6768055
1,1,1,1,Family,6768055
4,3,1,1,Sci-Fi,6768055
1,3,4,1,Drama,39440655
1,1,1,1,Music,39440655
1,1,1,1,Musical,39440655
1,1,3,2,Romance,39440655
2,1,1,2,Drama,6167817
1,1,1,2,Mystery,6167817
2,1,1,1,Romance,6167817
1,1,1,1,War,6167817
4,5,7,7,Action,81645152
3,2,2,1,Horror,81645152
4,2,2,3,Sci-Fi,81645152
1,5,4,4,Thriller,81645152
3,10,10,3,Drama,69951824
3,3,5,1,Romance,69951824
2,15,1,2,Action,9483821
2,14,1,1,Thriller,9483821
6,12,4,3,Crime,66676062
8,18,6,4,Drama,66676062
6,1,9,16,Comedy,26838389
6,5,14,10,Drama,26838389
5,2,16,9,Romance,26838389
2,1,1,3,Comedy,75604320
1,1,1,3,Romance,75604320
2,4,3,2,Action,108200000
1,3,2,1,Adventure,108200000
1,2,2,1,Romance,108200000
2,4,2,2,Sci-Fi,108200000
3,1,1,1,Comedy,5660084
3,1,1,1,Crime,5660084
2,1,1,1,Romance,5660084
2,15,21,5,Drama,7221458
1,5,10,2,Thriller,7221458
4,10,3,2,Action,70327868
5,8,2,3,Crime,70327868
5,9,4,3,Thriller,70327868
3,8,3,1,Adventure,58297830
3,1,2,1,Animation,58297830
1,14,3,1,Drama,58297830
3,3,2,1,Family,58297830
1,5,3,1,Fantasy,58297830
1,1,3,1,Musical,58297830
1,2,1,1,Mystery,58297830
1,16,2,1,Romance,58297830
5,18,1,3,Drama,57386369
1,2,1,1,Musical,57386369
5,9,1,2,Romance,57386369
4,7,1,2,Crime,45207112
2,2,1,1,Mystery,45207112
5,9,1,2,Thriller,45207112
1,6,4,2,Biography,62563543
2,5,1,3,Crime,62563543
3,17,8,7,Drama,62563543
16,6,3,3,Drama,33574332
4,1,1,1,History,33574332
3,1,1,1,War,33574332
7,4,4,4,Crime,73343413
6,10,4,7,Drama,73343413
5,9,3,7,Thriller,73343413
10,2,6,2,Action,25031037
3,2,1,1,Horror,25031037
5,3,8,2,Thriller,25031037
5,3,5,1,Drama,22843047
1,2,1,1,History,22843047
2,1,1,1,Horror,22843047
4,14,17,1,Drama,5755286
1,4,7,1,Romance,5755286
1,1,3,1,Sport,5755286
3,4,4,2,Biography,164435221
1,5,4,2,Crime,164435221
13,18,20,10,Drama,164435221
3,7,9,1,Drama,95720716
3,2,1,1,History,95720716
3,4,5,1,Thriller,95720716
4,14,8,2,Comedy,118683135
1,7,4,1,Drama,118683135
2,6,2,1,Romance,118683135
1,8,10,4,Comedy,143704210
1,4,3,3,Family,143704210
1,1,2,1,Musical,143704210
1,12,9,3,Romance,143704210
8,13,2,11,Comedy,110476776
7,9,6,13,Romance,110476776
1,1,1,1,Action,80270227
1,2,1,1,Adventure,80270227
4,3,2,3,Comedy,80270227
3,2,4,4,Drama,36385763
1,1,1,1,War,36385763
3,10,6,1,Comedy,37035845
1,5,1,1,Fantasy,37035845
2,1,1,1,Biography,34580635
1,2,1,1,Comedy,34580635
3,1,1,1,Drama,34580635
7,5,1,1,Biography,42438300
7,22,1,3,Crime,42438300
14,28,1,5,Drama,42438300
4,1,1,1,Action,23324666
4,1,1,1,Thriller,23324666
1,3,6,1,Action,23020488
1,3,3,1,Comedy,23020488
1,2,6,1,Fantasy,23020488
10,2,5,1,Comedy,90567722
1,4,2,2,Animation,72601713
4,3,5,3,Comedy,72601713
1,4,2,2,Family,72601713
5,10,1,4,Comedy,35092918
2,5,1,1,Family,35092918
2,6,9,5,Adventure,296623634
3,6,17,5,Drama,296623634
3,6,8,6,Fantasy,296623634
3,6,9,6,Romance,296623634
4,1,1,1,Adventure,267652016
2,1,1,1,Animation,267652016
2,1,1,1,Comedy,267652016
4,1,1,1,Family,267652016
5,1,1,1,Fantasy,267652016
1,3,2,1,Romance,62453315
1,4,3,1,Sci-Fi,62453315
1,17,7,1,Thriller,62453315
5,3,16,5,Action,165500000
5,7,6,3,Adventure,165500000
4,5,30,7,Drama,165500000
3,3,4,2,Romance,165500000
6,2,8,3,Comedy,153620822
6,15,6,3,Drama,153620822
5,4,4,2,Romance,153620822
1,3,2,1,Sport,153620822
3,8,4,1,Comedy,218628680
1,3,2,1,Fantasy,218628680
3,5,2,1,Comedy,147637474
3,3,1,2,Drama,147637474
3,3,1,2,Romance,147637474
1,2,4,2,Biography,135014968
6,21,11,2,Comedy,135014968
3,14,20,3,Drama,135014968
4,7,5,2,Romance,135014968
6,4,32,19,Comedy,2175312
4,22,22,2,Comedy,126203320
1,9,8,3,Romance,126203320
1,1,1,1,Mystery,126975169
3,1,1,1,Sci-Fi,126975169
2,1,3,1,Thriller,126975169
1,2,1,1,Biography,125548685
11,14,3,2,Drama,125548685
8,10,5,11,Comedy,105807520
6,5,1,6,Romance,105807520
3,7,1,2,Action,191616238
4,9,3,1,Comedy,191616238
2,6,1,2,Crime,191616238
7,20,15,14,Drama,105264608
2,5,2,5,Fantasy,105264608
1,2,1,1,Horror,105264608
4,13,14,1,Comedy,97680195
2,9,7,1,Romance,97680195
1,18,7,1,Action,126088877
4,9,2,2,Comedy,126088877
2,8,2,1,Crime,126088877
7,14,3,1,Comedy,91030827
4,14,6,2,Drama,91030827
4,32,7,2,Comedy,150315155
1,6,2,1,Family,150315155
2,12,4,3,Adventure,127997349
2,10,10,10,Comedy,127997349
3,17,18,11,Drama,127997349
2,13,3,6,Fantasy,127997349
3,2,2,2,Musical,127997349
3,13,2,2,Crime,88504640
13,26,2,3,Drama,88504640
1,6,3,2,Mystery,88504640
3,19,3,2,Thriller,88504640
3,4,1,2,Action,81517441
2,4,2,1,Crime,81517441
3,3,6,1,Drama,81517441
3,3,5,2,Thriller,81517441
1,1,4,2,Action,81022333
3,1,4,2,Adventure,81022333
1,1,1,1,Mystery,81022333
1,1,1,1,Sci-Fi,81022333
6,8,7,4,Comedy,75621915
6,16,26,2,Drama,75621915
1,4,3,1,Family,75621915
3,17,7,2,Drama,79948113
3,6,1,2,Mystery,79948113
3,3,1,2,Sci-Fi,79948113
3,17,5,3,Thriller,79948113
3,13,10,14,Comedy,88658172
1,9,5,7,Romance,88658172
1,2,2,2,Horror,75888270
1,6,2,2,Mystery,75888270
3,3,11,19,Comedy,84244877
3,15,5,7,Drama,84244877
3,5,6,7,Romance,84244877
1,4,1,1,Animation,75367693
3,25,1,1,Comedy,75367693
3,7,1,1,Family,75367693
3,8,1,1,Fantasy,75367693
2,8,9,4,Comedy,73701902
1,5,5,1,Family,73701902
2,4,1,3,Biography,75605492
2,20,10,20,Drama,75605492
1,1,1,1,Sport,75605492
4,3,16,3,Action,67823573
5,17,30,3,Drama,67823573
5,9,21,5,Thriller,67823573
4,17,2,2,Action,91439400
4,7,1,1,Mystery,91439400
6,15,2,3,Thriller,91439400
2,18,1,2,Action,67128202
1,12,1,2,Adventure,67128202
4,4,1,3,Family,67128202
1,4,1,1,Fantasy,67128202
1,5,1,2,Sci-Fi,67128202
1,10,1,1,Thriller,67128202
2,8,5,2,Action,70496802
1,12,8,4,Drama,70496802
3,4,6,2,Thriller,70496802
1,1,1,1,Action,60470220
1,1,1,1,Adventure,60470220
3,1,1,1,Comedy,60470220
1,3,5,2,Adventure,58336565
1,3,6,2,Animation,58336565
1,32,5,2,Comedy,58336565
1,6,6,2,Family,58336565
1,1,3,2,Adventure,66002004
2,3,11,3,Comedy,66002004
1,1,2,2,Family,66002004
1,1,2,1,Fantasy,66002004
2,2,6,2,Romance,66002004
1,1,2,1,Sport,66002004
4,3,4,1,Crime,54997476
6,10,4,1,Drama,54997476
3,1,1,1,Mystery,54997476
4,4,4,1,Thriller,54997476
1,5,2,3,Action,55682070
1,1,1,1,Fantasy,55682070
2,2,2,2,Horror,55682070
4,4,2,1,Drama,52752475
2,1,1,1,Thriller,52752475
2,2,1,1,Action,55092830
1,2,1,1,Adventure,55092830
1,1,1,1,Sci-Fi,55092830
5,2,1,1,Thriller,55092830
3,26,2,3,Drama,50815288
3,17,3,2,Thriller,50815288
12,2,2,1,Action,52822418
4,1,3,4,Drama,52822418
7,3,2,4,Thriller,52822418
2,1,1,1,War,52822418
1,3,1,1,Adventure,50150619
1,1,1,1,Animation,50150619
1,9,7,2,Comedy,50150619
1,1,3,2,Family,50150619
1,2,2,1,Fantasy,50150619
1,6,5,1,Romance,50150619
1,2,6,1,Crime,48745150
1,5,11,1,Thriller,48745150
5,5,2,7,Action,50007168
6,3,2,5,Crime,50007168
16,9,9,12,Drama,50007168
8,4,5,7,Thriller,50007168
8,5,2,2,Action,48154732
13,14,10,4,Drama,48154732
3,3,1,1,War,48154732
9,6,3,1,Drama,48265581
5,5,3,1,Mystery,48265581
6,5,4,1,Thriller,48265581
1,2,2,2,Adventure,46982632
1,4,3,1,Horror,46982632
1,2,5,1,Mystery,46982632
3,5,14,7,Comedy,44737059
1,2,2,3,Sport,44737059
2,8,2,9,Comedy,56724080
4,3,2,1,Action,44484065
7,11,2,2,Crime,44484065
6,17,1,4,Drama,44484065
1,7,1,1,Mystery,44484065
5,9,2,3,Thriller,44484065
1,1,1,1,Action,47553512
1,1,1,1,Thriller,47553512
2,2,1,1,Action,42610000
4,2,1,1,Comedy,42610000
2,4,1,1,Crime,42610000
1,4,1,1,Thriller,42610000
4,4,2,2,Comedy,41482207
4,9,1,2,Fantasy,41482207
4,2,2,2,Horror,41482207
2,6,7,1,Crime,47105085
1,14,17,3,Drama,47105085
2,2,2,1,Action,41256277
2,4,2,2,Thriller,41256277
1,8,7,5,Action,50740078
1,6,2,2,Horror,50740078
1,8,2,2,Sci-Fi,50740078
1,7,4,4,Thriller,50740078
1,8,13,4,Comedy,40203020
1,15,18,4,Drama,40203020
1,12,9,2,Romance,40203020
2,13,2,1,Crime,40905277
3,26,5,2,Drama,40905277
1,4,3,1,Romance,40905277
2,19,3,2,Thriller,40905277
